date,open,high,low,close,volume
2013-08-07,24.1106,24.3408,23.9264,24.304,3574208
2013-08-08,24.3224,24.9303,24.3224,24.7737,4300274
2013-08-09,24.5895,24.8197,23.9003,24.2672,7299275
2013-08-12,23.954,24.1014,23.6778,23.9172,4965060
2013-08-13,23.8804,23.8804,23.2449,23.5028,6074689
2013-08-14,23.5028,24.5066,23.3923,24.4237,7318476
2013-08-15,24.2027,24.3316,24.0185,24.3132,5200903
2013-08-16,24.1659,24.258,24.0093,24.083,4190663
2013-08-19,24.0461,24.1152,23.8896,23.9909,4000055
2013-08-20,24.0093,24.4145,23.9448,24.3961,4370707
2013-08-21,24.2948,24.8474,24.083,24.3408,2999262
2013-08-22,24.3961,24.5066,24.1751,24.2856,2839385
2013-08-23,24.3685,24.3961,24.0369,24.2395,2971936
2013-08-26,24.2303,24.258,23.8458,23.8804,2776740
2013-08-27,23.7146,23.9877,23.7054,23.8527,2424429
2013-08-28,23.8804,23.9633,23.7238,23.9264,1627858
2013-08-29,23.8435,24.1198,23.7054,23.9448,2017785
2013-08-30,23.9172,24.2856,23.8988,24.1751,2295724
2013-09-03,24.3777,24.6724,23.9264,24.0369,3654989
2013-09-04,24.0093,24.1382,23.8481,23.9356,2159052
2013-09-05,23.8527,24.0001,23.6795,23.6962,2909933
2013-09-06,23.6593,24.2211,23.6593,24.0001,2728880
2013-09-09,24.0185,24.2856,23.9863,24.2672,1867051
2013-09-10,24.4329,24.6724,24.304,24.6724,2809549
2013-09-11,24.6632,24.6632,24.0369,24.1751,3148731
2013-09-12,23.9817,24.4422,23.9817,24.2764,2372683
2013-09-13,24.4145,25.1881,24.3869,24.9947,4437076
2013-09-16,25.3447,25.6762,24.8841,25.3815,3871708
2013-09-17,25.4092,25.7867,25.3953,25.7131,2867889
2013-09-18,25.3539,25.8973,25.0039,25.7039,6905169
2013-09-19,25.7499,26.017,25.5243,25.6026,5190590
2013-09-20,25.6118,25.7223,25.3171,25.3539,5175554
2013-09-23,25.2986,25.8236,25.1973,25.7407,3488097
2013-09-24,25.7591,25.9525,25.621,25.8052,3205019
